City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
320,stone,52.9059,-2.1541,60.22,80,54,5.75,GB,1685047075
321,usogorsk,63.4106,48.6872,60.66,93,79,7.14,RU,1685047075
322,happy valley-goose bay,53.3168,-60.3315,50.31,53,20,9.22,CA,1685047075
323,luau,-10.7073,22.2247,69.8,54,19,2.59,AO,1685047075
324,ponta delgada,37.7333,-25.6667,65.12,68,20,10.36,PT,1685047075
325,fisterra,42.9049,-9.2629,66.02,68,0,23.2,ES,1685047075
326,paso de los toros,-32.8167,-56.5167,72.23,62,70,8.28,UY,1685047075
327,elesbao veloso,-6.2019,-42.1403,81.36,54,51,3.87,BR,1685047075
328,fortaleza,-3.7227,-38.5247,84.33,65,40,11.5,BR,1685047075
329,taulaga,-11.0553,-171.0883,82.24,76,99,10.76,AS,1685047075
330,callao,-12.0667,-77.15,77.72,60,100,10.36,PE,1685046912
331,porto novo,6.4965,2.6036,84.02,84,68,7.14,BJ,1685047075
332,brookings,44.3114,-96.7984,82.4,36,0,17.27,US,1685047027
333,zhangatas,43.5667,69.75,61.63,29,0,6.38,KZ,1685047076
334,robore,-18.3333,-59.75,89.69,55,20,6.91,BO,1685047076
335,muli,2.9167,73.5667,83.23,72,29,8.72,MV,1685047076
336,tommot,58.9564,126.2925,42.46,74,63,2.48,RU,1685047076
337,broken hill,-31.95,141.4333,44.35,83,0,12.26,AU,1685047076
338,manokwari,-0.8667,134.0833,79.41,75,100,2.89,ID,1685047076
339,yung shue wan,22.2333,114.1167,80.8,91,5,1.01,HK,1685047076
340,mugia,43.1041,-9.2179,66.16,76,0,25.72,ES,1685047076
341,sovetskaya gavan',48.9723,140.2878,47.1,81,100,3.36,RU,1685047076
342,east ballina,-28.8667,153.5833,57.79,79,98,8.66,AU,1685047076
343,zhangye,38.9342,100.4517,57.04,26,100,4.43,CN,1685047076
344,severo-yeniseyskiy,60.3725,93.0408,28.4,96,38,3.71,RU,1685047076
345,ketchikan,55.3422,-131.6461,63.07,63,75,9.22,US,1685047077
346,nadym,65.5333,72.5167,52.63,50,99,15.41,RU,1685047077
347,fuente-alamo de murcia,37.7,-1.1,67.06,78,93,2.33,ES,1685047077
348,san,13.3034,-4.8956,95.79,29,62,11.52,ML,1685047077
349,margate,51.3813,1.3862,53.31,74,22,8.99,GB,1685047077
350,menaka,15.9182,2.4022,99.93,13,11,9.15,ML,1685047077
351,kudahuvadhoo,2.6708,72.8944,83.12,70,25,7.11,MV,1685047077
352,ataq,14.5377,46.8319,76.59,64,99,8.68,YE,1685047077
353,vila velha,-20.3297,-40.2925,75.94,83,20,4.61,BR,1685047077
354,port alfred,-33.5906,26.891,58.17,87,85,14.0,ZA,1685047077
355,hobyo,5.3505,48.5268,82.58,76,28,16.49,SO,1685047077
356,gillette,44.2911,-105.5022,78.06,37,75,17.0,US,1685047077
357,ad dabbah,18.05,30.95,97.54,12,10,9.55,SD,1685047077
358,mbandaka,0.0487,18.2603,71.06,95,100,3.74,CD,1685047078
359,statesboro,32.4488,-81.7832,81.93,32,0,8.05,US,1685046899
360,westport,41.1415,-73.3579,70.47,41,0,8.05,US,1685047078
361,val-d'or,48.1002,-77.7828,59.09,29,20,11.5,CA,1685047001
362,saint-joseph,-21.3667,55.6167,69.48,86,100,12.95,RE,1685047078
363,afif,23.9065,42.9172,80.96,28,54,15.23,SA,1685047078
